text	label
the hell cares 	0
another entertaining 	1
long for the end credits 	0
, really good 	1
one of the most splendid 	1
new favorite musical 	1
delivers a terrific performance in this fascinating portrait of a modern lothario 	1
welcome , if downbeat , missive 	1
that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace 	1
so devoid of artifice and purpose 	0
a bargain-basement european pickup 	0
, this marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel . 	1
succeed merrily at their noble endeavor 	1
it required viewing in university computer science departments for years to come 	1
this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors . 	1
's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires 	0
the movie 's progression 	1
a hundred of them can be numbing 	0
attracting 	1
this sucker 	0
comes across as stick figures reading lines from a teleprompter 	0
characteristically engorged 	1
into the `` a '' range , as is 	1
have made it an exhilarating 	1
when the bullets start to fly , your first instinct is to duck 	1
more than make up for its logical loopholes , which fly by so fast there 's no time to think about them anyway . 	1
faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . 	0
for a thirteen-year-old 's book report 	0
that is actually funny with the material 	1
more dimensional and complex than its sunny disposition 	1
she might not make for a while 	0
and church meetings 	1
the bottom of the pool with an utterly incompetent conclusion 	0
bad animation and 	0
less a movie than 	0
jams too many prefabricated story elements 	0
hiss 	0
( and beautifully edited 	1
loves the members of the upper class almost as much as they love themselves 	0
have problems , which are neither original nor are presented in convincing way 	0
are uniformly good . 	1
is beyond playing fair with the audience 	0
is a remarkable piece of filmmaking ... 	1
their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful 	0
sucking 	0
hubert with a mixture of deadpan cool , wry humor and just the measure 	1
valley of the dolls 	1
( the characters ' ) misery 	0
its ability to shock and amaze 	1
family dynamics 	1
was beginning to hate it 	0
is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . 	1
will find millions of eager fans 	1
only dull 	0
inventive , consistently intelligent and sickeningly savage 	1
a year late 	0
love in the time of money 	1
of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh 	1
be pleasant in spite of its predictability 	1
greatly 	1
a lack 	0
there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising 	0
an empty shell of an epic rather than the real deal . 	0
like quirky , slightly strange french films 	1
it 's a pale imitation . 	0
bitter italian comedy 	0
boys ' 	1
personal tragedy 	0
it even uses a totally unnecessary prologue , just because it seems obligatory 	0
celebratory 	1
if hill is n't quite his generation 's don siegel ( or robert aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché 	0
can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure 	1
exploitation picture 	0
improvise and scream 	1
been filmed more irresistibly than in ` baran 	1
has crafted here a worldly-wise and very funny script . 	1
child abuse 	0
than home alone raised to a new , self-deprecating level 	0
are scenes of cinematic perfection that steal your heart away . 	1
that cuts to the chase of the modern girl 's dilemma 	1
, passionate 	1
are typical sandler fare 	0
is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . 	0
capturing the innocence and idealism of that first encounter 	1
absorbs all manner of lame entertainment 	1
that it ca n't really be called animation 	0
this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage . 	0
required viewing for civics classes and would-be public servants alike 	1
open 	1
too-frosty exterior 	0
the intoxicating fumes and 	1
movie nothing 	0
is well 	1
, it is twice as bestial but half as funny . 	0
big time stinker 	0
-- in the title role -- 	1
a lazy exercise 	0
meticulously uncovers a trail of outrageous force and craven concealment . 	1
make a splash even greater 	1
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle . 	1
in if argento 's hollywood counterparts ... had this much imagination and nerve 	1
engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story 	1
that such a horrible movie could have sprung from such a great one 	0
documentary to disregard available bias 	1
you could fit all of pootie tang in between its punchlines 	0
appeals to the storytelling instincts of a slightly more literate filmgoing audience 	1
are uniformly good 	1
foreman 's barking-mad taylor to thewlis 's smoothly sinister freddie and bettany/mcdowell 's hard-eyed gangster 	1
serves as auto-critique , and its clumsiness as its own most damning censure 	0
milder is n't better 	0
that 's why sex and lucia is so alluring . 	1
a thoroughly entertaining comedy that 	1
will probably have a reasonably good time with the salton sea . 	1
eisenstein delivers . 	1
the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing . 	1
a funny moment or 	1
worth a recommendation 	1
is way too stagy 	0
understand why this did n't connect with me would require another viewing 	0
the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity 	1
just a string of stale gags , with no good inside dope , and no particular bite . 	0
is an accomplished actress 	1
, all credibility flies out the window . 	0
has some of the funniest jokes of any movie this year , 	1
delights 	1
lets you brush up against the humanity of a psycho , without making him any less psycho . 	1
debt miramax felt they owed to benigni 	1
discerning taste 	1
narc 	0
an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces 	0
buckaroo 	1
easy to love robin tunney 	1
are priceless 	1
genial but never inspired , and little 	0
in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects . 	1
the enduring strengths of women 	1
, the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . 	1
your children will be occupied for 72 minutes . 	1
to break free of her old life 	1
all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance 	0
win you over , in a big way 	1
that gets under your skin 	1
's nowhere near as good as the original . 	0
setting off 	1
ultra-violent gangster wannabe 	0
overstays its natural running time 	0
the premise of `` abandon '' holds promise , ... but its delivery is a complete mess 	0
fairy-tale conclusion 	1
strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder 	0
resonant film since the killer 	1
gets the feeling that the typical hollywood disregard for historical truth and realism is at work here 	0
though i could not stand them 	0
rising star jake gyllenhaal 	1
a remarkable movie with an unsatisfying ending , which is just the point . 	1
in that sense is a movie that deserves recommendation 	1
that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen 	0
their enthusiasm 	1
my great pleasure 	1
transporting is that it 's also one of the smartest 	1
you 'll probably love it . 	1
i do n't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie 	1
take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length . 	0
suffers from unlikable characters and a self-conscious sense 	0
had so much fun dissing the film that they did n't mind the ticket cost 	0
with bloody beauty as vivid 	1
skip the film and 	0
an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk . 	1
a major director 	1
strained caper movies that 's hardly any fun to watch 	0
a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles . 	1
the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note 	0
his supple understanding of the role 	1
that reminds at every turn of elizabeth berkley 's flopping dolphin-gasm . 	0
complaint 	0
, paralyzed 	0
fare with real thematic heft 	1
unspeakable 	0
shows its indie tatters and self-conscious seams in places , 	0
reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth . 	1
eat popcorn 	1
of dedicated artists 	1
the horror fan who opts to overlook this goofily endearing and well-lensed gorefest 	1
drags 	0
holland lets things peter out midway , but 	0
presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves 	0
stuck under my seat trying to sneak out of the theater 	0
whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile 	1
) homage 	1
a surprisingly juvenile lark , 	0
emotionally satisfying 	1
thoughtful and 	1
which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films 	1
to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book 	0
straight from the saturday morning cartoons 	0
feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful . 	1
than in creating an emotionally complex , dramatically satisfying heroine 	1
perfectly pitched between comedy and tragedy , hope and despair 	1
stays with you long after you have left the theater 	1
of rich detail condensed 	1
tired , talky feel 	0
that it becomes a chore to sit through -- despite some first-rate performances by its lead 	0
the auteur 's ear for the way fears and slights 	1
gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences 	1
's crafty , energetic and smart 	1
4ever is neither a promise nor a threat so much as wishful thinking . 	0
enamored 	1
it includes a fair share of dumb drug jokes and predictable slapstick 	0
dreadful 	0
expressing itself in every way imaginable 	1
little wit and no surprises 	0
a handsome but unfulfilling suspense drama more 	0
this is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it 's all the stronger because of it 	1
's easier to change the sheets 	0
scorsese 's bold images and generally smart casting 	1
a dentist 's waiting room 	0
staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films . 	0
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . 	0
at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . 	1
damn unpleasant 	0
's not as single-minded as john carpenter 's original 	0
sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen . 	1
often strains 	0
more than a worthwhile effort 	1
, the trip there is a great deal of fun . 	1
's a day at the beach -- with air conditioning and popcorn 	1
talky , artificial and opaque 	0
there 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence 	1
a simplistic narrative and 	1
as enlightening , insightful and entertaining 	1
poetic 	1
while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket . 	0
third time 's the charm 	1
that made me want to scream 	0
's as crisp and to the point 	1
of the double-cross that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun 	1
made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby . 	0
invaluable record 	1
that it does n't give a damn 	0
standard guns versus martial arts cliche with little new added . 	0
should stick to his day job . 	0
best of all 	1
in undergraduate doubling subtexts and ridiculous stabs 	0
sweet , even delectable diversion 	1
movie gauge 	1
the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities . 	0
which very simply sets out to entertain and ends up delivering in good measure 	1
america 's knee-jerk moral sanctimony 	0
does n't have big screen magic 	0
ode to tackling life 's wonderment 	1
their perceptiveness about their own situations 	1
beautiful canvas 	1
, you still have to see this ! 	1
lacks the spirit of the previous two , and makes all those jokes about hos 	0
of adolescent sturm und drang 	0
stately sense 	1
audacious ambitions 	1
a wretched movie 	0
that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . 	1
conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all . 	1
it embraces it , energizes it and takes big bloody chomps out of it 	1
this particular , anciently demanding métier 	1
has actually bothered to construct a real story this time . 	1
, we need agile performers 	0
is attractive . 	1
ignore 	0
most creative mayhem 	1
jaw-dropping action sequences , striking villains , 	1
innuendo 	0
at little kids but with plenty of entertainment value 	1
the paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... 	0
a large dose of painkillers 	0
hurry up and get to its subjects ' deaths just so the documentary will be over 	0
by someone who obviously knows nothing about crime 	0
mr. wollter and ms. seldhal give strong and convincing performances 	1
first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings . 	1
millions of eager fans 	1
cold fish 	0
introduces you to new , fervently held ideas and fanciful thinkers 	1
perhaps the budget of sommers 's title-bout features 	1
of the worst of the entire franchise 	0
, can prevent its tragic waste of life 	0
is boldly , confidently orchestrated , aesthetically and sexually 	1
suspenseful and ultimately unpredictable 	1
most intense psychological mysteries 	1
elegance and 	1
attractive and 	1
lacking in charm and charisma 	0
have carved their own comfortable niche in the world 	1
something a little more special behind it : 	1
is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold 	0
is elevated by michael caine 's performance as a weary journalist in a changing world 	1
mindless and 	0
's not a great monster movie 	0
absolutely 	1
shot in rich , shadowy black-and-white , devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives . 	1
earnest emotional core 	1
his penchant for tearing up on cue -- 	1
prevent its tragic waste of life 	0
's far too tragic 	0
a good deal funnier than his original 	1
impossible 	0
ally 	1
of the ya-ya sisterhood 	1
the richness of characterization 	1
is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents 	0
brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein 	1
's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming 	1
strenuously unfunny showtime deserves the hook . 	0
pleasant in spite of its predictability 	1
threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans . 	0
it is a loose collection of not-so-funny gags , scattered moments of lazy humor 	0
a measure of faith in the future 	1
what makes this film special 	1
a sensitive , moving , 	1
a family-oriented non-disney film that is actually funny without hitting below the belt 	1
bloodbath 	0
it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire . 	0
it is wise 	1
wilco fans will have a great time , and 	1
a downer and 	0
a good music documentary , probably one of the best since the last waltz 	1
the new film of anton chekhov 's the cherry orchard 	1
the only problem is that , by the end , no one in the audience or the film seems to really care . 	0
engaging mystery 	1
, spicy footnote 	1
the outer limits of raunch 	0
seem to match the power of their surroundings 	1
, remains surprisingly idealistic 	1
inhabit that special annex of hell where adults behave like kids 	0
you were thinking someone made off with your wallet 	0
favors to sober us up with the transparent attempts at moralizing 	0
, daydreams , memories and one fantastic visual trope 	1
masterfully 	1
the emotions seem authentic 	1
a poem of art , music and metaphor 	1
very little to add beyond the dark visions already relayed by superb recent predecessors 	0
maggie g. makes an amazing breakthrough in her first starring role and eats up the screen . 	1
ramsay is clearly extraordinarily talented , 	1
that is listless , witless , and devoid of anything resembling humor 	0
familiar -- and not in a good way 	0
alienated 	0
a real audience-pleaser that will strike a chord with anyone who 's ever 	1
, david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . 	1
gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek 	0
to be pleasant in spite of its predictability 	1
is that rare animal known as ' a perfect family film , 	1
the director ca n't seem to get a coherent rhythm going 	0
calls attention to a problem hollywood too long has ignored 	1
is so bad , 	0
almost every relationship and personality in the film yields surprises . 	1
did n't sign a pact to burn the negative and the script and pretend the whole thing never existed 	0
be distasteful to children and adults 	0
creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees . 	1
shows moments of promise 	1
utterly pointless 	0
, simple and soapy 	1
kouyate elicits strong performances from his cast 	1
it takes to describe how bad it is 	0
to one of those ignorant 	0
enjoys 	1
, she 's appealingly manic and energetic . 	1
is extraordinary . 	1
a climax 	1
is richer than anticipated 	1
'll wait in vain for a movie to happen . 	0
stay with the stage versions , however , 	0
it does n't make any sense 	0
to the empty stud knockabout of equilibrium 	0
of the previous two 	1
too long with too little 	0
about long-lived friendships and the ways in which we all lose track of ourselves by trying 	1
it 's been 13 months and 295 preview screenings since i last walked out on a movie , 	0
found its audience , 	1
similarly ill-timed 	0
as a hole in the head 	0
is certainly worth seeing at least once 	1
prettiest pictures 	1
can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . 	0
stale copy 	0
to cheap manipulation or corny conventions 	0
make a great team 	1
's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations . 	1
creating the characters who surround frankie 	0
is to substitute plot for personality . 	0
hopkins ) does n't so much phone in his performance as fax it . 	0
strolls 	1
that uses its pulpy core conceit to probe questions of attraction and interdependence 	1
is in the right place , his plea for democracy and civic action laudable . 	1
the film 's winning tone 	1
is about grief 	0
nicole holofcenter , the insightful writer/director responsible for this illuminating comedy does n't wrap the proceedings up neatly 	1
are very , very good reasons for certain movies 	1
the off-center humor is a constant , and the ensemble gives it a buoyant delivery 	1
the writing is clever and 	1
can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ? 	0
directed without the expected flair or imagination 	0
a movie comes along to remind us of how very bad a motion picture can truly be . 	0
warm your heart without making you feel guilty about it . 	1
the kind of quirkily appealing minor movie she might not make for a while 	1
ugly and destructive little **** 	0
its heartfelt concern about north korea 's recent past and south korea 's future 	1
guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) 	0
techno-tripe 	0
it 's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s . 	1
rises to its clever what-if concept . 	1
'll stay with the stage versions , however , which bite cleaner , and deeper 	0
useless actioners 	0
quiet family drama 	1
a wickedly undramatic central theme 	0
sameness 	0
great cinema can really do 	1
unifying 	1
quite frankly , i ca n't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out . 	0
this nicely wound clock not just ticking , but humming 	1
the movie is ugly to look at and not a hollywood product 	0
an allegory concerning the chronically mixed signals african american professionals get about overachieving 	1
enticing prospect 	1
it gives poor dana carvey nothing to do that is really funny , 	0
that manages to invest real humor 	1
decided lack of spontaneity in its execution and a dearth of real poignancy 	0
is not even half the interest . 	0
though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting . 	1
structured less as a documentary and more as a found relic 	1
loved the people onscreen 	1
has a sure hand 	1
borrows a bit from the classics `` wait until dark '' and `` extremities '' ... but in terms of its style , the movie is in a class by itself . 	1
babak payami 's boldly quirky iranian drama secret ballot ... 	1
steamy 	1
a moving , if uneven , success . 	1
the plot has a number of holes , and 	0
it 's got all the familiar bruckheimer elements , 	1
brilliantly written and well-acted , yellow asphalt is an uncompromising film . 	1
pure hollywood 	0
a domestic melodrama with weak dialogue and biopic cliches . 	0
a lousy script , 	0
perfect family film 	1
huge mess 	0
astronomically bad 	0
is better than ` shindler 's list ' 	1
flopped as surely as a soufflé gone wrong 	0
of kitsch hard going 	1
empty , purposeless 	0
toward maximum comfort and familiarity 	1
the occasional bursts of sharp writing 	1
soap opera-ish story 	0
knows its classical music , knows its freud and knows its sade 	1
meets those standards 	1
, humorous , illuminating study 	1
stephen earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type . 	0
preferable 	1
is wasted in this crass , low-wattage endeavor . 	0
the past via surrealist flourishes 	1
a thoroughly modern maiden 	1
laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh 	1
a downward narcotized spiral 	0
those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home 	0
its formidable arithmetic of cameras and souls 	1
though the film is well-intentioned 	1
highly watchable stuff . 	1
the original hit movie 	1
is highly pleasurable 	1
if they looked at how this movie turned out 	0
looked as beautiful , desirable , even delectable , as it does in trouble every day 	1
is sandler running on empty , repeating what he 's already done way too often . 	0
doubt the filmmakers ' motives 	0
still does n't quite know how to fill a frame . 	0
this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie . 	0
, ' i feel better already . 	1
remains fairly light , always entertaining , and smartly written . 	1
the best brush 	1
easily dismissive 	0
an extraordinary faith 	1
a really long , slow and dreary time 	0
get to an imitation movie 	0
a beer with but they 're simply not funny performers 	0
do you make a movie with depth about a man who lacked any ? 	0
terrific role 	1
hard-driving narcissism is a given 	0
rival 	0
a curiously stylized , quasi-shakespearean portrait of pure misogynist evil 	1
powerful , naturally dramatic piece 	1
warm , moving 	1
a captivating new film . 	1
observant . 	1
more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline 	0
that borders on rough-trade homo-eroticism 	0
a straightforward , emotionally honest manner 	1
meandering , and sometimes dry 	0
the movie has no idea of it is serious 	0
saccharine sentimentality 	0
evolves into a gorgeously atmospheric meditation on life-changing chance encounters 	1
a surprisingly ` solid ' achievement 	1
ben affleck 	1
is terrific , 	1
of criminals 	1
... an incredibly heavy-handed , manipulative dud that feels all too familiar . 	0
girlfriends are bad , wives are worse 	0
it begins to fade from memory 	0
it 's an entertaining and informative documentary . 	1
very hollowness 	0
presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale . 	1
the film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture . 	0
decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him 	1
cocktail 	1
fascination , and generates a fair amount of b-movie excitement 	1
hoary dialogue , 	0
has delivered a solidly entertaining and moving family drama . 	1
( assayas ' ) homage to the gallic ` tradition of quality 	1
simple pleasures 	1
wondering what all that jazz was about `` chicago '' in 2002 	0
each story is built on a potentially interesting idea 	1
on the high seas that works better the less the brain is engaged 	0
the darling of many a kids-and-family-oriented cable channel 	1
's a visual delight and a decent popcorn adventure 	1
has made a film of intoxicating atmosphere and little else . 	0
has improved upon the first and taken it a step further , richer and deeper . 	1
rerun 	0
a film that takes a stand in favor of tradition and warmth 	1
well worthwhile 	1
, you may be surprised at the variety of tones in spielberg 's work . 	1
is a no-surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it 	0
the thing about guys like evans is this : you 're never quite sure where self-promotion ends and the truth begins . 	0
the troubling thing about clockstoppers is that it does n't make any sense . 	0
an impossible spot 	1
a haunting tale 	1
simple and precise 	1
just have problems , which are neither original nor are presented in convincing way . 	0
'd have a 90-minute , four-star movie 	1
recording 	1
it is ok for a movie to be something of a sitcom apparatus , 	1
effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles 	1
every cliché 	0
clunky on the screen 	0
of businesses 	1
skip this turd and 	0
incurably romantic 	1
salma goes native and she 's never been better in this colorful bio-pic of a mexican icon . 	1
genial 	1
very well shot or 	1
so poorly 	0
starts out 	1
the story and ensuing complications are too manipulative 	0
fast-paced and 	1
does n't offer much in terms of plot or acting 	0
manages the rare trick of seeming at once both refreshingly different and reassuringly familiar 	1
dismiss -- moody , 	0
that trademark grin of his 	1
if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves 	1
of any film more challenging or depressing 	0
a moving and stark reminder that the casualties of war reach much further than we imagine . 	1
loyal 	1
that it ca n't help but engage an audience 	1
makes you crave chris smith 's next movie 	1
aims for the toilet and scores a direct hit 	0
absurdist spider web . 	0
, nickelodeon-esque kiddie flick 	1
is shallow , offensive and redundant , 	0
standing by yourself is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction . 	1
a deft sense of humor about itself , a playful spirit and a game cast 	1
deliciously exploitative 	1
's not very good either 	0
lawrence should stick to his day job . 	0
retard 101 	0
blasphemous and 	0
is easily as bad at a fraction the budget 	0
would make this a moving experience for people who have n't read the book 	1
unmemorable filler 	0
, it 's an observant , unfussily poetic meditation about identity and alienation . 	1
does n't leave you with much 	0
has nothing good to speak about other than the fact that it is relatively short 	0
as beautiful , desirable , even delectable 	1
( and beautifully edited ) 	1
, i fear , will be put to sleep or bewildered by the artsy and often pointless visuals . 	0
lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck . 	0
messy and 	0
compelling and horrifying story 	1
and we do n't avert our eyes for a moment . 	1
brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images 	1
is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about 	0
wreckage 	0
you 're in a slap-happy mood 	1
in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings 	1
funny and touching film 	1
absurdly inappropriate ` comedy ' scenes 	0
nothing to show 	0
gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing 	0
be fruitful 	1
perhaps the grossest movie 	0
the bottom line , at least in my opinion , is imposter makes a better short story than it does a film . 	0
complex 	1
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york , i was entranced . 	1
is talented enough and charismatic enough to make us care about zelda 's ultimate fate 	1
floats beyond reality with a certain degree of wit and dignity 	1
a cold movie 	0
predictable storyline and by-the-book scripting 	0
a minor miracle of self-expression 	1
puts a human face on derrida , and makes one of the great minds of our times interesting and accessible 	1
at his 12th oscar nomination 	1
dullingly repetitive 	0
crash-and-bash 	0
are often more predictable than their consequences 	0
, while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . 	1
wince in embarrassment and others , 	0
hit on a 15-year old when you 're over 100 	0
killing time 	0
not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , 	0
incredibly hokey 	0
knows its classical music , knows its freud and 	1
is just such an achievement 	1
of tenderness required to give this comic slugfest some heart 	1
to shyamalan 's self-important summer fluff 	0
possibly the most irresponsible picture ever released by a major film studio . 	0
shot two years ago 	0
dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm 	1
this deeply touching melodrama 	1
charming in comedies like american pie and dead-on in election 	1
like my christmas movies with more elves and snow and less pimps and ho 's . 	0
ame and unnecessary . 	0
noble endeavor 	1
encouraging effort 	1
achieving some honest insight 	1
the film , which gives you an idea just how bad it was 	0
the animation master 	1
stock clichés 	0
self-pitying 	0
hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss 	0
distracted 	0
a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god 	1
is n't that funny 	0
rich promise 	1
frustrated 	0
bland actors 	0
laughs and insight into one of the toughest ages a kid can go through . 	1
about discovering your destination in life 	1
less-than-thrilling thriller . 	0
the engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion . 	1
promising debut 	1
savvy producer 	1
into clichés 	0
blade 2 is definitely a cut above the rest . 	1
it 's ) a clever thriller with enough unexpected twists to keep our interest . 	1
a powerful , chilling , and affecting study 	1
a shrill , didactic cartoon 	0
in a sick , twisted sort of way 	0
bryan adams , the world 's most generic rock star 	1
dream 	1
put to find a movie character more unattractive or odorous ( than leon ) 	0
take on a great writer and dubious human being 	1
as well-characterized 	1
great over-the-top moviemaking if you 're in a slap-happy mood . 	1
that interweaves individual stories 	1
grand picture 	1
rewritten , and for the uncompromising knowledge that the highest power of all is the power of love 	1
brims with passion 	1
clear sense 	1
fang-baring lullaby 	0
this rich , bittersweet israeli documentary 	1
is too short 	0
it falls far short of poetry 	0
gives gifts to grownups 	1
, it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires . 	0
by cliches , painful improbability and murky points 	0
of a film that 's rarely as entertaining as it could have been 	0
more mature than fatal attraction , more complete than indecent proposal and 	1
a modicum of patience 	1
too skewed to ever get a hold on 	0
sometimes improbable 	0
when commercialism has squeezed the life out of whatever idealism american moviemaking ever had 	0
refreshingly forthright one 	1
a phenomenal band with such an engrossing story that will capture the minds and hearts of many 	1
long on glamour 	1
mostly believable , refreshingly low-key and quietly inspirational 	1
the director mostly plays it straight , turning leys ' fable into a listless climb down the social ladder . 	0
the intelligence level of the characters must be low , very low , very very low , for the masquerade to work 	0
good action , good acting , good dialogue , 	1
manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum 	1
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers 	1
wonderfully sympathetic 	1
is recognizably plympton 	1
it 's the type of film about growing up that we do n't see often enough these days : realistic , urgent 	1
lower i.q. 	0
it 's refreshing to see a romance this smart . 	1
after an 88-minute rip-off of the rock 	0
inspire even the most retiring heart to venture forth 	1
a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili . 	1
truly egregious lip-non-synching 	0
